"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"ESPHome и Zigbee2MQTT: свои датчики умного здания без вендора","https://chimitdorzhi.tech/blog/esphome-zigbee-datchiki-2026/pin.png","CHIMITDORZHI STUDIO","","ESPHome и Zigbee2MQTT дают свои датчики и автоматизацию для офиса, магазина или склада — температура, протечки, двери, реле — локально и без чужого облака. Это монтаж и наладка. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/esphome-zigbee-datchiki-2026/","","ESPHome, Zigbee2MQTT, IoT, open-source"
"Frappe HR: кадровый портал (HR-система) на своём сервере","https://chimitdorzhi.tech/blog/frappe-hr-kadrovyy-portal-2026/pin.png","CHIMITDORZHI STUDIO","","Frappe HR заменяет кадровый учёт в Excel и заявки в переписке: сотрудники, отпуска, посещаемость, расчётные листки и согласования в одной системе на своём сервере. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/frappe-hr-kadrovyy-portal-2026/","","Frappe HR, HR, кадры, open-source"
"Frigate: умное видеонаблюдение с AI-распознаванием объектов","https://chimitdorzhi.tech/blog/frigate-umnoe-videonablyudenie-2026/pin.png","CHIMITDORZHI STUDIO","","Frigate распознаёт на видео людей и машины и шлёт оповещение только на реальное событие, а не на каждое шевеление — плюс быстрый поиск по событиям. Для ретейла, склада, офиса. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/frigate-umnoe-videonablyudenie-2026/","","Frigate, видеонаблюдение, AI-детекция, open-source"
"GDevelop: промо-игры для бизнеса без кода — быстро и недорого","https://chimitdorzhi.tech/blog/gdevelop-promo-igry-bez-koda-2026/pin.png","CHIMITDORZHI STUDIO","","GDevelop собирает промо-игры без кода — быстрее и дешевле под короткие акции, с лёгкими правками под кампанию. Для маркетологов и малого бизнеса. Разбираю, когда брать GDevelop, а когда Phaser, и как заказать.","https://chimitdorzhi.tech/blog/gdevelop-promo-igry-bez-koda-2026/","","GDevelop, промо-игры, no-code, open-source"
"Godot: серьёзные игры и тренажёры для обучения персонала","https://chimitdorzhi.tech/blog/godot-trenazhery-obucheniya-2026/pin.png","CHIMITDORZHI STUDIO","","Godot позволяет сделать обучающий тренажёр или симулятор для персонала — онбординг, охрана труда, отработка процедур в игровой форме, что вовлекает сильнее видео и PDF. Для HR и производства. Разбираю и как заказать.","https://chimitdorzhi.tech/blog/godot-trenazhery-obucheniya-2026/","","Godot, serious games, обучение, open-source"
"GSAP: анимация и сторителлинг для премиальных лендингов","https://chimitdorzhi.tech/blog/gsap-animaciya-lendingov-2026/pin.png","CHIMITDORZHI STUDIO","","GSAP делает премиальную анимацию лендинга: контент оживает при прокрутке, плавные переходы, «вау»-впечатление от страницы. Для брендов и запусков продуктов. Разбираю применение, меру и как заказать.","https://chimitdorzhi.tech/blog/gsap-animaciya-lendingov-2026/","","GSAP, анимация, лендинг, open-source"
"H5P: интерактивные уроки, тесты и тренажёры для онлайн-обучения","https://chimitdorzhi.tech/blog/h5p-interaktivnye-uroki-2026/pin.png","CHIMITDORZHI STUDIO","","H5P оживляет курсы интерактивом: видео с вопросами по ходу, тесты, тренажёры, флешкарты — вместо пассивных «видео + PDF», которые забрасывают. Для онлайн-школ и корп-обучения. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/h5p-interaktivnye-uroki-2026/","","H5P, онлайн-обучение, интерактив, open-source"
"IT для аптеки: учёт, бронь лекарств, маркировка, лояльность","https://chimitdorzhi.tech/blog/it-dlya-apteki-2026/pin.png","CHIMITDORZHI STUDIO","","Нет нужного лекарства в наличии — клиент уходит; плюс очереди, маркировка и сроки годности — боль аптеки. Разбираю, что автоматизировать: бронь, учёт, маркировку, лояльность, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-apteki-2026/","","аптека, маркировка, учёт, лояльность"
"IT для швейного ателье и химчистки: приём заказов, квитанции, готовность, напоминания","https://chimitdorzhi.tech/blog/it-dlya-atelie-himchistki-2026/pin.png","CHIMITDORZHI STUDIO","","Бумажные квитанции теряются, клиенты не забирают вовремя — потери ателье и химчистки. Разбираю, как электронная приёмка, статус заказа и напоминания наводят порядок, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-atelie-himchistki-2026/","","ателье, химчистка, приём заказов, цифровизация"
"IT для автосалона и автодилера: лиды, тест-драйв, CRM, трейд-ин, кредит","https://chimitdorzhi.tech/blog/it-dlya-avtosalona-2026/pin.png","CHIMITDORZHI STUDIO","","Лиды из разных каналов теряются, заявки на трейд-ин и кредит обрабатываются медленно — упущенные продажи автосалона. Разбираю, что автоматизировать от лида до сделки и сервиса, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-avtosalona-2026/","","автосалон, автодилер, CRM, цифровизация"
"IT для барбершопа: онлайн-запись, абонементы, возврат клиентов","https://chimitdorzhi.tech/blog/it-dlya-barbershopa-2026/pin.png","CHIMITDORZHI STUDIO","","Клиент барбершопа должен стричься раз в 3–4 недели, но забывает — и уходит к другим. Разбираю, как онлайн-запись, напоминания по циклу, абонементы и CRM возвращают клиентов, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-barbershopa-2026/","","барбершоп, онлайн-запись, абонементы, цифровизация"
"IT для частной школы и репетиторского центра: CRM, оплаты, журнал","https://chimitdorzhi.tech/blog/it-dlya-chastnoy-shkoly-2026/pin.png","CHIMITDORZHI STUDIO","","Учёт учеников в Excel, долги по оплате и отток после пробного — типичные потери частной школы. Разбираю, как CRM, учёт оплат, журнал и воронка наводят порядок, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-chastnoy-shkoly-2026/","","частная школа, репетиторы, CRM, образование"
"IT для детского центра: запись, расписание, оплата, чат с родителями","https://chimitdorzhi.tech/blog/it-dlya-detskogo-centra-2026/pin.png","CHIMITDORZHI STUDIO","","Запись в тетради, путаница с абонементами и поток вопросов от родителей в личке — боль детского центра. Разбираю, что автоматизировать: запись, расписание, оплаты, чат с родителями, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-detskogo-centra-2026/","","детский центр, кружки, расписание, цифровизация"
"IT для фотографа и видеографа: заявки, договоры, предоплата, выдача материалов","https://chimitdorzhi.tech/blog/it-dlya-fotografa-videografa-2026/pin.png","CHIMITDORZHI STUDIO","","Заявки из соцсетей теряются, договоры на бумаге, а готовые фото отдают через тяжёлые файлообменники — рутина фотографа. Разбираю, что автоматизировать от заявки до выдачи материалов, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-fotografa-videografa-2026/","","фотограф, видеограф, заявки, цифровизация"
"IT для фотостудии: бронирование залов по часам, оплата, расписание","https://chimitdorzhi.tech/blog/it-dlya-fotostudii-2026/pin.png","CHIMITDORZHI STUDIO","","Двойные брони, простой залов в непик и срывы без предоплаты — боль фотостудии. Разбираю, как онлайн-бронирование по часам, оплата и динамические цены загружают залы, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-fotostudii-2026/","","фотостудия, бронирование, аренда залов, цифровизация"
"IT для кофейни и точки общепита: заказы, QR-меню, лояльность","https://chimitdorzhi.tech/blog/it-dlya-kofeyni-obshchepita-2026/pin.png","CHIMITDORZHI STUDIO","","Очереди в пик, бумажные карты лояльности и ноль повторных визитов — типичная кофейня. Разбираю, что даёт QR-меню, предзаказ, цифровая лояльность и бот, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-kofeyni-obshchepita-2026/","","кофейня, общепит, QR-меню, лояльность"
"IT для косметологии: запись, карта клиента, согласия, напоминания о курсах","https://chimitdorzhi.tech/blog/it-dlya-kosmetologii-2026/pin.png","CHIMITDORZHI STUDIO","","Косметология — это медуслуга: бумажные согласия и нет карты клиента — серьёзный риск. Разбираю, что автоматизировать с учётом медтайны и 152-ФЗ: запись, карта, согласия, напоминания о курсах. Внедрю под ключ.","https://chimitdorzhi.tech/blog/it-dlya-kosmetologii-2026/","","косметология, запись, карта клиента, медцентр"
"IT для коворкинга: бронирование мест и переговорок, оплата, доступ","https://chimitdorzhi.tech/blog/it-dlya-kovorkinga-2026/pin.png","CHIMITDORZHI STUDIO","","Бронирование мест и переговорок вручную, накладки и простой — боль коворкинга. Разбираю, как онлайн-бронь, абонементы, оплата и контроль доступа загружают пространство, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-kovorkinga-2026/","","коворкинг, бронирование, аренда, цифровизация"
"IT для квест-комнат, караоке и антикафе: бронь, предоплата, загрузка по слотам","https://chimitdorzhi.tech/blog/it-dlya-kvest-antikafe-2026/pin.png","CHIMITDORZHI STUDIO","","Бронь слотов вручную, срывы без предоплаты и неравномерная загрузка — боль развлекательного бизнеса. Разбираю, как онлайн-бронь, предоплата и пакеты услуг загружают слоты, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-kvest-antikafe-2026/","","квест-комната, антикафе, караоке, досуг"
"IT для лаборатории анализов и диагностики: запись, выдача результатов онлайн, напоминания","https://chimitdorzhi.tech/blog/it-dlya-laboratorii-analizov-2026/pin.png","CHIMITDORZHI STUDIO","","Очереди на сдачу, выдача результатов на бумаге и звонки «готово ли?» — боль лаборатории. Разбираю, как онлайн-запись, личный кабинет с результатами и напоминания меняют дело, с защитой медданных. Внедрю под ключ.","https://chimitdorzhi.tech/blog/it-dlya-laboratorii-analizov-2026/","","лаборатория, анализы, диагностика, медцентр"
"IT для массажного салона: запись, абонементы, напоминания, лояльность","https://chimitdorzhi.tech/blog/it-dlya-massazhnogo-salona-2026/pin.png","CHIMITDORZHI STUDIO","","Массаж работает курсом, а клиент бросает на середине — главная потеря салона. Разбираю, как онлайн-запись, абонементы, напоминания и CRM удерживают клиента, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-massazhnogo-salona-2026/","","массажный салон, онлайн-запись, абонементы, цифровизация"
"IT для мини-гостиницы и хостела: бронирование, заселение, оплата","https://chimitdorzhi.tech/blog/it-dlya-mini-gostinicy-hostela-2026/pin.png","CHIMITDORZHI STUDIO","","Брони в тетради, овербукинг и высокая комиссия агрегаторов — боль мини-гостиницы. Разбираю, что автоматизировать: прямое бронирование, оплату, заселение, повторных гостей, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-mini-gostinicy-hostela-2026/","","мини-гостиница, хостел, бронирование, цифровизация"
"IT для ногтевой студии: запись к мастеру, расходники, повторные визиты","https://chimitdorzhi.tech/blog/it-dlya-nogtevoy-studii-2026/pin.png","CHIMITDORZHI STUDIO","","Клиент маникюра возвращается раз в 3–4 недели — если о нём вовремя напомнить. Разбираю, как онлайн-запись к мастеру, напоминания по циклу, CRM и учёт расходников держат загрузку, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-nogtevoy-studii-2026/","","маникюр, ногтевая студия, онлайн-запись, цифровизация"
"IT для оптики: запись к врачу, заказы линз и оправ, напоминания о замене","https://chimitdorzhi.tech/blog/it-dlya-optiki-2026/pin.png","CHIMITDORZHI STUDIO","","Запись к офтальмологу по телефону, нет истории зрения и клиенты не возвращаются за заменой линз вовремя — потери оптики. Разбираю, что автоматизировать с учётом медданных, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-optiki-2026/","","оптика, запись к врачу, медцентр, цифровизация"
"IT для прачечной самообслуживания и сети: оплата, лояльность, мониторинг загрузки","https://chimitdorzhi.tech/blog/it-dlya-prachechnoy-2026/pin.png","CHIMITDORZHI STUDIO","","Оплата только у автомата, не видно загрузку и нет постоянных клиентов — боль прачечной самообслуживания. Разбираю, как оплата через бот, статус машин и лояльность меняют дело, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-prachechnoy-2026/","","прачечная, самообслуживание, оплата, цифровизация"
"IT для мастерской ремонта телефонов: заявки, статус «готово», запчасти, отзывы","https://chimitdorzhi.tech/blog/it-dlya-remonta-telefonov-2026/pin.png","CHIMITDORZHI STUDIO","","Учёт устройств на бумаге, вопросы «готово?» и забытые телефоны — рутина мастерской. Разбираю, как заявки, статус ремонта, учёт запчастей и отзывы упрощают работу, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-remonta-telefonov-2026/","","ремонт телефонов, мастерская, заявки, цифровизация"
"IT для салона красоты: запись, напоминания, лояльность, отзывы","https://chimitdorzhi.tech/blog/it-dlya-salona-krasoty-2026/pin.png","CHIMITDORZHI STUDIO","","Тетрадь записи, неявки и потерянные клиенты — типичные потери салона красоты. Разбираю, что автоматизировать: онлайн-запись, напоминания, CRM, лояльность и отзывы, и как это внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-salona-krasoty-2026/","","салон красоты, онлайн-запись, CRM, цифровизация"
"IT для сауны, бани и банного комплекса: бронирование по часам, депозиты, лояльность","https://chimitdorzhi.tech/blog/it-dlya-sauny-bani-2026/pin.png","CHIMITDORZHI STUDIO","","Брони по телефону с накладками, срывы без депозита и простой в непик — потери банного комплекса. Разбираю, как онлайн-бронь по часам, депозиты и допуслуги загружают залы, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-sauny-bani-2026/","","сауна, баня, бронирование, цифровизация"
"IT для сервисного центра: приём в ремонт, статус заявки, уведомления, гарантии","https://chimitdorzhi.tech/blog/it-dlya-servisnogo-centra-2026/pin.png","CHIMITDORZHI STUDIO","","Клиенты звонят «готово ли?», теряются заказ-наряды, нет учёта запчастей и гарантий — хаос сервисного центра. Разбираю, что автоматизировать от приёмки до выдачи, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-servisnogo-centra-2026/","","сервисный центр, ремонт техники, заказ-наряды, цифровизация"
"IT для школы танцев и вокала: абонементы, расписание групп, посещаемость, оплаты","https://chimitdorzhi.tech/blog/it-dlya-shkoly-tancev-vokala-2026/pin.png","CHIMITDORZHI STUDIO","","Сгоревшие занятия, долги по оплате и отток после пробного — потери творческой студии. Разбираю, как абонементы, расписание, посещаемость и воронка наводят порядок, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-shkoly-tancev-vokala-2026/","","школа танцев, вокал, абонементы, образование"
"IT для таксопарка: заявки, водители, GPS, расчёты, телематика","https://chimitdorzhi.tech/blog/it-dlya-taksoparka-2026/pin.png","CHIMITDORZHI STUDIO","","Учёт смен и расчётов с водителями вручную, нет контроля местоположения и пробега, простои — боль таксопарка. Разбираю, что автоматизировать: заявки, GPS, расчёты, телематику, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-taksoparka-2026/","","таксопарк, GPS, телематика, логистика"
"IT для тату-салона: запись по эскизам, предоплата, портфолио, согласия","https://chimitdorzhi.tech/blog/it-dlya-tatu-salona-2026/pin.png","CHIMITDORZHI STUDIO","","Срыв сеанса без предоплаты стоит мастеру несколько часов простоя. Разбираю, как запись с эскизами и предоплатой, портфолио и электронные согласия наводят порядок в тату-салоне, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-tatu-salona-2026/","","тату-салон, запись, предоплата, цифровизация"
"IT для турагентства: заявки, подбор туров, напоминания, рассрочка","https://chimitdorzhi.tech/blog/it-dlya-turagentstva-2026/pin.png","CHIMITDORZHI STUDIO","","Заявки теряются в разных каналах, менеджеры медленно подбирают туры, а туристы не возвращаются — боль турагентства. Разбираю, что автоматизировать: заявки, подбор, напоминания, реактивацию, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-turagentstva-2026/","","турагентство, CRM, заявки, цифровизация"
"IT для юридической фирмы: учёт дел, документооборот, клиентский портал","https://chimitdorzhi.tech/blog/it-dlya-yuridicheskoy-firmy-2026/pin.png","CHIMITDORZHI STUDIO","","Дела в папках и почте, пропуск сроков, биллинг вручную и клиенты, дёргающие звонками, — боль юрфирмы. Разбираю, что автоматизировать с учётом конфиденциальности, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-yuridicheskoy-firmy-2026/","","юридическая фирма, учёт дел, документооборот, CRM"
"IT для ювелирного магазина: учёт, рассрочка, лояльность, безопасность","https://chimitdorzhi.tech/blog/it-dlya-yuvelirnogo-magazina-2026/pin.png","CHIMITDORZHI STUDIO","","Дорогой товар, редкие повторные покупки и ручная рассрочка — специфика ювелирного. Разбираю, что автоматизировать: учёт, CRM с поводами, лояльность, безопасность, и как внедрить под ключ.","https://chimitdorzhi.tech/blog/it-dlya-yuvelirnogo-magazina-2026/","","ювелирный магазин, учёт, лояльность, цифровизация"
"Kimai: учёт рабочего времени и таймтрекинг на своём сервере","https://chimitdorzhi.tech/blog/kimai-uchet-rabochego-vremeni-2026/pin.png","CHIMITDORZHI STUDIO","","Kimai — это прозрачный учёт рабочего времени по проектам и клиентам с табелями, отчётами и биллингом часов, на вашем сервере и без подписки за пользователя. Для фрилансеров, агентств и команд. Разбираю запуск.","https://chimitdorzhi.tech/blog/kimai-uchet-rabochego-vremeni-2026/","","Kimai, таймтрекинг, учёт времени, open-source"
"Leaflet: интерактивные карты на сайте (филиалы, зоны доставки)","https://chimitdorzhi.tech/blog/leaflet-interaktivnye-karty-2026/pin.png","CHIMITDORZHI STUDIO","","Leaflet — интерактивная карта на сайте без оплаты за API: филиалы и пункты выдачи, зоны доставки, метки и кластеры. Для сетей, доставки и недвижимости. Разбираю применение и как сделать под ключ.","https://chimitdorzhi.tech/blog/leaflet-interaktivnye-karty-2026/","","Leaflet, карты, доставка, open-source"
"Своя площадка live-commerce на open-source: из чего собрать","https://chimitdorzhi.tech/blog/live-commerce-svoya-ploschadka-opensource-2026/pin.png","CHIMITDORZHI STUDIO","","Готовой open-source «коробки» под live-commerce нет — площадка собирается из блоков: низколатентный стрим, headless-магазин, живой чат, кнопка покупки в эфире и мультистрим. Разбираю, из чего и как собрать, и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/live-commerce-svoya-ploschadka-opensource-2026/","","live commerce, прямые эфиры, продажи, open-source"
"LiveKit: интерактивные трансляции с минимальной задержкой для live commerce","https://chimitdorzhi.tech/blog/livekit-interaktivnye-translyacii-2026/pin.png","CHIMITDORZHI STUDIO","","LiveKit даёт трансляции с задержкой меньше секунды: зритель спрашивает — ведущий отвечает мгновенно и тут же продаёт, без лага в полминуты, который убивает интерактив. Ядро интерактивного live-shopping. Разбираю и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/livekit-interaktivnye-translyacii-2026/","","LiveKit, WebRTC, трансляции, open-source"
"Lottie: лёгкие анимации и иконки на сайте без тяжёлого видео","https://chimitdorzhi.tech/blog/lottie-animacii-na-sayte-2026/pin.png","CHIMITDORZHI STUDIO","","Lottie оживляет сайт лёгкими векторными анимациями: иконки, иллюстрации, онбординг и лоадеры — чёткие на любом экране и легче видео/GIF. Для любого современного сайта. Разбираю применение и заказ.","https://chimitdorzhi.tech/blog/lottie-animacii-na-sayte-2026/","","Lottie, анимация, веб-дизайн, open-source"
"Marzipano: мультисценовые виртуальные туры с навигацией","https://chimitdorzhi.tech/blog/marzipano-virtualnye-tury-navigaciya-2026/pin.png","CHIMITDORZHI STUDIO","","Marzipano — масштабный виртуальный тур с маршрутом по объекту: переходы между сценами, точки-хотспоты, навигация. Для ЖК, музеев, кампусов и заводов. Разбираю, кто заказывает и как собрать под ключ.","https://chimitdorzhi.tech/blog/marzipano-virtualnye-tury-navigaciya-2026/","","Marzipano, виртуальный тур, недвижимость, open-source"
"MediaPipe: виртуальная примерка и AR-маски в браузере","https://chimitdorzhi.tech/blog/mediapipe-virtualnaya-primerka-2026/pin.png","CHIMITDORZHI STUDIO","","MediaPipe — виртуальная примерка очков, украшений и макияжа через камеру прямо на сайте, плюс AR-маски. Для оптики, ювелирки и beauty. Видео не уходит на сервер. Разбираю применение, приватность и заказ.","https://chimitdorzhi.tech/blog/mediapipe-virtualnaya-primerka-2026/","","MediaPipe, виртуальная примерка, AR, open-source"
"Mobilizon: своя площадка мероприятий и сообщества (аналог Meetup)","https://chimitdorzhi.tech/blog/mobilizon-svoya-ploschadka-meropriyatiy-2026/pin.png","CHIMITDORZHI STUDIO","","Mobilizon — это своя площадка событий и сообществ: анонсы, группы, регистрация участников, без рекламы и чужих алгоритмов. Аудитория остаётся вашей. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/mobilizon-svoya-ploschadka-meropriyatiy-2026/","","Mobilizon, мероприятия, сообщество, open-source"
"model-viewer: 3D-просмотр и AR-примерка товара «поставь в комнату»","https://chimitdorzhi.tech/blog/model-viewer-ar-prosmotr-tovara-2026/pin.png","CHIMITDORZHI STUDIO","","model-viewer добавляет в карточку 3D-модель и AR «поставить товар в комнату» с телефона — буквально парой строк. Для магазинов мебели и декора. Разбираю, кто заказывает и как внедрить под ключ.","https://chimitdorzhi.tech/blog/model-viewer-ar-prosmotr-tovara-2026/","","model-viewer, AR, 3D-товар, open-source"
"Мониторинг упоминаний бренда и репутации: где о вас пишут и как это отслеживать","https://chimitdorzhi.tech/blog/monitoring-upominaniy-brenda-2026/pin.png","CHIMITDORZHI STUDIO","","Если вы не следите за упоминаниями, репутацией управляет кто угодно, только не вы. Разбираю, где о компании пишут, как настроить мониторинг и собрать всё в одну панель, как реагировать на негатив и какие метрики репутации отслеживать.","https://chimitdorzhi.tech/blog/monitoring-upominaniy-brenda-2026/","","репутация, мониторинг бренда, отзывы, маркетинг, 2026"
"Novu: единый центр уведомлений (email, SMS, push) на своём сервере","https://chimitdorzhi.tech/blog/novu-centr-uvedomleniy-2026/pin.png","CHIMITDORZHI STUDIO","","Novu сводит все уведомления клиентам — заказ принят, отправлен, код подтверждения, напоминание — в один центр по всем каналам, вместо зоопарка сервисов. Это компонент для своего сайта или сервиса. Разбираю внедрение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/novu-centr-uvedomleniy-2026/","","Novu, уведомления, автоматизация, open-source"
"Open WebUI: приватный «свой ChatGPT» на своём сервере","https://chimitdorzhi.tech/blog/open-webui-svoy-chatgpt-2026/pin.png","CHIMITDORZHI STUDIO","","Open WebUI выглядит как ChatGPT, но работает на вашем сервере и с локальными моделями: чат, ответы по своим документам, роли для команды. Переписка и данные компании не уходят наружу. Разбираю возможности и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/open-webui-svoy-chatgpt-2026/","","Open WebUI, AI, свой ChatGPT, open-source"
"OpenDroneMap: обработка аэрофотосъёмки с дронов на своём сервере","https://chimitdorzhi.tech/blog/opendronemap-obrabotka-dron-semki-2026/pin.png","CHIMITDORZHI STUDIO","","OpenDroneMap превращает снимки с дрона в ортофотопланы, 3D-модели и карты рельефа на вашем сервере — для сельского хозяйства, стройки и геодезии, без дорогих облачных сервисов. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/opendronemap-obrabotka-dron-semki-2026/","","OpenDroneMap, дроны, геодезия, open-source"
"OpenRouteService и Nominatim: своя карта и маршруты без оплаты API","https://chimitdorzhi.tech/blog/openrouteservice-svoi-karty-marshruty-2026/pin.png","CHIMITDORZHI STUDIO","","OpenRouteService и Nominatim дают свою картографию: расчёт маршрутов, геокодирование адресов и зоны доставки на своём сервере — без лимитов и счетов за API Яндекс.Карт и Google. Разбираю применение и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/openrouteservice-svoi-karty-marshruty-2026/","","OpenRouteService, карты, геокодинг, open-source"
"OpenWISP: гостевой Wi-Fi с captive-порталом и сбором лидов на своём сервере","https://chimitdorzhi.tech/blog/openwisp-upravlenie-wifi-2026/pin.png","CHIMITDORZHI STUDIO","","OpenWISP превращает гостевой Wi-Fi в кафе, отеле или ТЦ из «просто раздачи» в инструмент: брендированная страница входа, сбор контактов и согласий (лиды), аналитика. Разбираю применение, 152-ФЗ и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/openwisp-upravlenie-wifi-2026/","","OpenWISP, Wi-Fi, captive-портал, open-source"
"Что о вашей компании можно узнать из открытых источников — и как закрыть дыры","https://chimitdorzhi.tech/blog/osint-cifrovoy-sled-kompanii-2026/pin.png","CHIMITDORZHI STUDIO","","О компании из открытых источников видно куда больше, чем кажется: метаданные файлов, открытые папки, утёкшие пароли сотрудников, лишние реквизиты в соцсетях. Разбираю, что именно видно, чем это грозит и как закрыть дыры — с чек-листом для самопроверки.","https://chimitdorzhi.tech/blog/osint-cifrovoy-sled-kompanii-2026/","","безопасность, цифровой след, 152-ФЗ, защита данных, 2026"
"Pannellum: виртуальные туры 360° по объекту на сайте","https://chimitdorzhi.tech/blog/pannellum-virtualnye-tury-2026/pin.png","CHIMITDORZHI STUDIO","","Pannellum — виртуальный тур 360° по объекту прямо на вашем сайте: квартира, отель, зал, без подписки на облачные сервисы. Для застройщиков, отелей и баз отдыха. Разбираю, кто заказывает и как сделать под ключ.","https://chimitdorzhi.tech/blog/pannellum-virtualnye-tury-2026/","","Pannellum, виртуальный тур, недвижимость, open-source"
"Phaser: браузерные промо-игры для бизнеса (вовлечение, акции, лиды)","https://chimitdorzhi.tech/blog/phaser-promo-igry-dlya-biznesa-2026/pin.png","CHIMITDORZHI STUDIO","","Phaser — это браузерные промо-игры для акций: колесо фортуны, аркада за скидку, квиз в сайт или бот, со сбором контактов. Вовлекает аудиторию в кампании. Разбираю, кому подходит и как заказать разработку под ключ.","https://chimitdorzhi.tech/blog/phaser-promo-igry-dlya-biznesa-2026/","","Phaser, промо-игры, геймификация, open-source"
"PixiJS: лёгкие интерактивы и мини-игры для лендингов и рассылок","https://chimitdorzhi.tech/blog/pixijs-interaktiv-dlya-lendingov-2026/pin.png","CHIMITDORZHI STUDIO","","PixiJS — это лёгкие интерактивы для лендингов и рассылок: скретч-карты, анимированные промо-блоки, мини-игры, геймифицированные опросы. Задерживают внимание и собирают контакты. Разбираю применение и как заказать.","https://chimitdorzhi.tech/blog/pixijs-interaktiv-dlya-lendingov-2026/","","PixiJS, интерактив, лендинг, open-source"
"PlayCanvas: лёгкий web-3D и конфигураторы с быстрой загрузкой","https://chimitdorzhi.tech/blog/playcanvas-web-3d-konfigurator-2026/pin.png","CHIMITDORZHI STUDIO","","PlayCanvas — web-3D с быстрой загрузкой и командным редактором: 3D-конфигураторы и рекламные интерактивные сцены, которые не тормозят на телефоне. Для e-commerce и рекламы. Разбираю применение и заказ.","https://chimitdorzhi.tech/blog/playcanvas-web-3d-konfigurator-2026/","","PlayCanvas, web-3D, конфигуратор, open-source"
"Проверка контрагентов и должная осмотрительность (due diligence) легально","https://chimitdorzhi.tech/blog/proverka-kontragentov-due-diligence-2026/pin.png","CHIMITDORZHI STUDIO","","Должная осмотрительность защищает от сделок с фирмами-однодневками, налоговых рисков и неплатежей. Разбираю, как легально проверить контрагента по официальным реестрам, на что смотреть, как автоматизировать регулярный мониторинг — и где проходит граница законности.","https://chimitdorzhi.tech/blog/proverka-kontragentov-due-diligence-2026/","","проверка контрагентов, due diligence, реестры, риски, 2026"
"Qdrant: семантический поиск по документам компании на своём сервере","https://chimitdorzhi.tech/blog/qdrant-semanticheskiy-poisk-2026/pin.png","CHIMITDORZHI STUDIO","","Qdrant — это «умный поиск по смыслу» по всем документам компании и фундамент для AI-ассистента, отвечающего по вашим данным. Сотрудники перестают искать файлы вслепую. Это внедрение, разбираю честно — и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/qdrant-semanticheskiy-poisk-2026/","","Qdrant, семантический поиск, RAG, open-source"
"QloApps: система бронирования для отелей, глэмпингов и гостевых домов","https://chimitdorzhi.tech/blog/qloapps-bronirovanie-oteley-2026/pin.png","CHIMITDORZHI STUDIO","","QloApps — это своя система бронирования для отеля, глэмпинга или гостевого дома: номера, тарифы, календарь занятости и брони с сайта без высокой комиссии агрегаторов. Особенно к месту для природного туризма. Разбираю и как на этом зарабатывать.","https://chimitdorzhi.tech/blog/qloapps-bronirovanie-oteley-2026/","","QloApps, бронирование, отели, open-source"
